gene_name	C1	C2	C3	M1	M2	M3	FatBodyHet_1	FatBodyHet_2	FatBodyHet_3	FatBodyMut_1	FatBodyMut_2	FatBodyMut_3
Rh5	18	28	29	47	49	29	9	2	12	3	0	3
lncRNA:CR44588	0	0	0	0	0	0	0	0	0	0	0	0
Wdr81	189	154	131	140	254	193	148	169	187	253	202	240
lncRNA:CR44587	0	0	0	0	1	2	0	0	0	0	0	0
dmGlut	1611	1262	1492	1909	2965	2035	3	7	5	38	1	26
CG18788	4	3	0	14	7	6	0	0	0	0	1	0
Tom70	852	853	727	798	1302	939	1153	1361	988	866	1156	1359
CG6766	847	968	975	1007	1566	970	977	917	1051	738	936	857
asRNA:CR46070	0	0	0	0	0	0	0	0	0	0	0	0
CG6785	107	177	69	8	16	10	0	0	0	3	4	1
CG6770	2835	2191	2141	6309	5324	3800	64	42	277	358	105	232
lncRNA:CR44589	2	0	0	0	4	1	0	0	0	0	0	0
Plzf	18	25	18	37	39	22	9	11	19	14	8	13
CG14945	83	110	86	62	179	86	4	2	14	7	5	10
JhI-21	337	417	321	371	667	386	406	452	355	1599	1415	1521
RpL7-like	0	0	0	0	1	0	2	1	0	2	1	2
CG34164	0	0	0	0	0	0	0	0	0	0	0	0
Rab3-GAP	251	300	296	243	458	284	294	233	261	251	314	375
firl	3	3	6	4	0	1	0	0	3	0	0	0
CG14947	0	1	0	0	1	0	0	0	0	0	0	0
lncRNA:CR44591	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44590	0	0	0	0	0	0	0	0	0	0	0	0
prd	1	1	0	2	5	1	0	0	0	0	0	0
asRNA:CR44592	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44593	0	0	0	0	0	0	0	0	0	0	0	0
Pex19	1560	1485	1508	1690	2579	1891	1755	1707	1290	1418	1902	2033
lncRNA:CR44594	0	0	0	0	0	0	0	0	0	0	0	0
CG6712	299	327	254	302	507	378	526	529	489	422	534	584
Mt2	44	46	47	47	72	63	54	61	38	43	52	55
Ced-12	154	169	182	146	284	174	34	40	52	74	39	66
Patsas	5	8	5	6	12	14	0	0	0	2	0	3
ThrRS	2417	2538	2415	2604	4375	2912	3071	3354	2595	3244	4325	4366
Rab6	1353	1447	1500	1464	2363	1496	701	710	639	1046	1263	1403
Phae1	248	213	278	383	482	291	0	0	1	1	0	0
Phae2	312	316	258	390	515	253	0	0	0	0	2	0
CG17211	125	182	185	94	174	119	0	0	0	0	0	0
rho-6	19	14	21	26	56	32	1	0	0	63	23	36
Gr33a	0	0	1	1	1	3	0	0	0	0	0	0
CG31760	50	92	55	60	134	107	0	0	0	0	0	0
CG31861	0	0	2	2	1	0	0	0	1	0	0	0
ZnT33D	0	0	0	0	0	0	0	0	0	0	0	0
CG17217	0	0	0	0	0	0	0	0	0	0	0	0
CG6583	157	173	152	179	283	184	33	18	30	16	32	33
crok	175	176	164	179	302	225	37	35	58	25	47	57
lncRNA:CR43356	0	1	0	0	0	1	0	0	1	0	0	0
bru1	195	195	170	134	291	162	445	542	588	513	441	518
atilla	180	170	167	294	357	378	0	3	0	0	0	1
CG31759	169	186	178	128	276	206	241	229	181	244	292	388
lncRNA:CR45282	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45283	0	0	0	0	0	0	0	0	0	0	0	0
CG31862	0	0	0	0	0	0	0	0	0	0	0	0
CG43813	2	4	2	1	5	0	0	0	0	0	0	0
bru2	500	466	455	380	789	476	5	5	18	4	6	6
CG17010	0	0	0	0	2	0	0	0	0	0	0	0
Pkd2	0	1	9	0	1	2	0	0	1	0	0	0
vir-1	1298	1221	1361	1474	1882	1413	2762	2132	2905	1741	2100	2224
CG6405	2	2	2	1	4	3	0	0	0	2	0	0
CG5446	319	304	301	382	555	376	277	271	266	376	444	477
CG6388	462	415	449	495	762	603	628	710	586	592	724	775
CG5435	1	7	7	12	9	6	2	2	1	18	12	1
SC35	780	772	745	875	1232	998	971	1005	823	647	1075	1193
snoRNA:SC35-a	0	1	3	0	3	1	0	0	0	0	0	0
snoRNA:SC35-b	1	0	1	0	2	1	4	0	0	0	0	0
eRF3	4322	4782	4322	3195	6996	4962	4901	4798	4840	3955	4419	4922
Oatp33Ea	769	504	602	797	1228	782	0	1	0	0	3	5
CG5421	0	0	0	0	0	0	0	0	0	0	0	0
Oatp33Eb	359	340	341	439	686	382	0	0	0	0	0	0
CG5418	58	32	50	41	59	35	0	2	1	0	22	3
CR17024	51	15	23	30	54	40	0	0	0	0	0	6
bun	1882	2099	1397	1802	3016	2178	672	588	1050	1054	639	958
mir-967	2	0	0	0	1	5	0	2	4	4	0	1
t-cup	0	0	0	0	0	0	0	0	0	0	0	0
CG43051	111	129	116	136	196	123	0	0	7	1	7	6
snoRNA:CG43051-a	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR42746	0	0	2	0	0	0	0	0	0	0	0	0
lncRNA:CR44598	3	8	4	4	1	0	0	0	0	0	0	0
lncRNA:CR44597	2	2	2	0	6	7	0	0	0	0	0	0
lncRNA:CR44596	2	1	1	0	0	1	0	0	0	0	0	0
lncRNA:CR44595	2	2	6	0	2	1	0	0	0	0	0	0
nub	92	107	101	93	145	99	0	4	0	0	0	0
Ref2	0	0	0	0	0	0	0	0	0	0	0	0
pdm2	40	33	30	40	65	34	0	0	0	0	0	0
Nepl7	40	89	56	71	116	55	0	0	0	0	0	0
CCT4	2812	2969	2996	3423	5541	4066	3029	3418	2516	2254	2941	3167
CG6153	97	113	103	111	189	139	99	88	78	108	143	153
IFT43	8	30	20	17	37	21	33	18	22	11	12	21
PICK1	19	16	20	20	32	13	3	0	3	0	0	1
CG5781	0	0	0	0	0	0	0	0	0	0	0	0
CG17036	442	492	568	400	663	361	1600	1439	1322	718	745	894
CG5776	124	150	142	111	196	165	221	211	205	139	281	242
spict	179	194	211	296	440	275	126	146	109	189	198	198
CG15484	6	4	7	5	14	8	5	15	5	5	9	19
CG6180	2232	2023	1907	2351	3832	2537	2944	2865	2284	3030	3517	3976
CG5787	578	599	615	534	1032	671	373	348	379	373	356	431
Pih1D1	408	436	408	424	790	491	563	460	582	601	509	669
MRP	3641	3587	4048	2739	6477	4474	2705	2639	3961	3823	6622	4912
mir-9382	1	6	1	0	1	0	2	0	0	0	0	0
CG15483	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR46206	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:TS9	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43818	0	0	0	0	0	0	0	0	0	0	0	0
kek1	131	137	90	41	172	108	1	7	33	48	3	17
lncRNA:CR44970	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44971	0	0	0	0	0	0	0	0	0	0	0	0
ACXC	0	0	0	0	0	0	0	0	2	0	0	0
ACXB	0	0	0	0	0	0	0	0	0	0	0	0
ACXA	0	0	0	0	0	0	0	0	0	0	0	0
ACXE	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44183	0	0	0	0	0	0	0	0	0	0	0	0
CG16800	0	0	0	0	0	0	0	0	1	0	0	0
Vha68-2	14432	12706	13550	15425	26188	16972	1903	2038	1754	2566	2941	3314
Vha68-3	2	8	0	4	3	4	1	0	2	0	3	1
Yip1d1	552	527	556	605	996	591	587	592	527	602	699	668
Vha68-1	441	453	481	459	750	591	10	7	19	14	22	22
Tor	705	730	769	556	1275	798	750	652	877	717	811	832
CG9934	869	863	838	769	1411	927	1071	1132	1139	966	1107	1212
A16	183	185	188	192	338	200	146	143	128	165	160	204
CG9932	347	411	271	187	601	424	534	492	451	687	666	865
lncRNA:CR44197	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45447	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45461	0	0	0	0	0	0	0	0	0	0	0	0
Ttc30	2	2	1	6	2	2	0	2	0	0	0	0
CG44198	0	0	1	0	0	0	0	0	5	0	0	0
CG43050	0	0	1	0	1	0	4	1	0	0	0	0
CG5122	1	0	0	0	0	0	0	0	0	0	0	1
CG9928	130	117	91	21	51	32	246	244	206	99	56	125
CG16978	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44199	0	0	0	0	0	0	0	0	0	0	0	0
Pk34A	0	0	3	0	2	1	0	0	0	0	0	0
kmg	7	0	16	13	30	10	0	0	28	0	0	0
DnaJ-H	198	211	185	206	343	192	61	67	68	96	120	123
Sirt1	393	454	469	429	866	476	172	236	202	254	258	276
Sfmbt	384	301	305	275	574	352	252	203	261	232	266	299
asRNA:CR46256	0	0	0	0	1	0	0	0	0	2	0	0
CG43925	0	0	0	0	0	0	3	0	1	0	0	4
CG5439	123	148	128	154	263	152	87	78	83	57	80	115
CG5287	365	315	333	367	548	330	300	369	323	484	529	464
CG31849	35	38	27	34	55	41	0	0	16	10	4	2
CG5458	6	6	6	4	6	3	2	9	7	7	3	3
CG16974	2232	2235	2470	2008	4207	2408	2065	1906	1767	1521	1336	1499
Edem2	707	797	752	600	1239	748	957	955	1031	807	866	829
CG16972	161	172	189	124	312	194	139	127	153	122	153	192
Pect	1919	2329	1797	1597	3064	1785	7512	4129	5180	7337	7938	7340
CG15482	3	1	7	3	4	3	10	1	2	11	8	12
snRNA:U2:34ABa	0	0	1	5	1	0	3	0	0	0	0	0
kek4	7	13	13	12	26	19	0	0	0	0	0	3
snRNA:U2:34ABb	0	0	0	0	0	0	0	0	0	0	0	0
CG9426	207	224	219	169	366	237	177	164	221	105	211	189
mRF1	113	112	100	117	207	151	125	152	91	157	114	222
Ski6	154	173	156	158	249	175	241	214	174	164	217	258
CG16812	200	263	208	204	417	322	214	207	143	188	210	254
CG15480	0	0	0	1	0	0	0	0	0	0	0	0
CG16813	0	0	0	0	0	0	0	0	0	0	0	0
CG16815	0	0	0	0	0	0	0	0	0	0	0	0
Prosalpha6T	0	0	0	0	0	0	0	0	0	0	0	0
Mabi	0	0	0	0	1	0	0	0	0	0	0	0
CG5867	17	14	14	28	26	31	2	0	0	0	0	3
CG5945	0	0	0	2	1	0	0	0	0	0	0	0
asRNA:CR45330	0	0	0	0	0	0	0	0	0	0	0	0
snRNA:U2:34ABc	0	0	0	0	0	0	0	0	0	0	0	0
snRNA:U5:34A	0	0	0	1	1	0	0	0	1	0	0	0
CG16820	46	32	31	27	72	48	0	2	0	0	10	1
l(2)k05911	451	853	675	705	1028	538	0	2	0	0	0	2
Naa20B	0	0	0	0	0	0	0	0	0	0	0	0
CG31730	0	0	0	0	0	0	0	0	0	0	0	0
CG44085	2688	2410	2503	2123	4862	3882	1	1	23	2	19	8
CG31848	0	2	2	0	1	0	0	0	0	0	0	0
Drep4	71	61	64	47	124	75	40	30	49	34	39	64
asRNA:CR44083	0	0	0	0	0	1	0	0	0	0	0	0
Uvrag	191	170	148	183	311	206	170	125	113	213	186	228
asRNA:CR44972	0	0	0	0	0	0	0	0	0	0	2	0
CG31729	1276	1299	1267	885	1964	1231	1432	1349	1254	1309	1784	1666
CG16824	0	2	1	0	4	0	0	0	0	0	0	0
CG43778	100	148	104	83	162	125	0	0	0	1	4	0
CG16825	0	1	0	0	0	0	0	0	0	0	0	0
CG43779	0	2	2	0	1	0	0	0	0	0	0	0
CG16826	0	0	0	0	0	0	0	0	0	0	0	0
CG9395	19	32	16	21	50	21	0	0	0	2	0	0
CG9377	0	0	0	0	0	0	0	0	0	0	0	0
Nnp-1	770	946	789	837	1326	1179	1628	1507	1223	1063	1489	1511
CG6523	830	916	861	1039	1443	971	952	1046	848	765	989	1049
Tap42	260	284	209	262	473	292	218	163	217	177	208	258
CG31855	146	163	147	201	270	195	62	57	99	91	76	132
ND-B22	1665	1737	1628	2305	3314	2050	1790	1811	1401	1761	1965	2099
Bdp1	256	286	272	220	473	373	301	277	268	211	324	288
CG6565	682	653	633	780	1288	975	1218	1276	1085	1094	1184	1545
CG9302	679	830	821	644	1288	745	484	502	463	335	528	471
beta'COP	2069	2325	2232	2175	3725	2326	1971	1920	1736	1479	1976	1944
loqs	227	213	208	201	372	254	88	94	78	114	119	96
asRNA:CR44599	0	0	0	3	1	1	0	0	0	2	5	0
Ing5	108	106	112	120	220	109	58	48	70	69	86	72
CG7099	84	127	121	92	192	106	68	81	104	61	62	73
RpL24	9315	9503	8933	11762	16982	12597	15976	17285	12179	14493	18466	17963
CG16957	0	0	0	0	1	0	0	0	3	0	0	0
CG10859	0	4	1	6	2	2	0	0	0	2	0	0
asRNA:CR44600	0	0	0	0	0	2	0	0	0	0	0	0
CG7110	32	43	57	55	72	54	5	2	19	21	2	13
Vm34Ca	0	0	0	0	0	0	0	0	0	0	0	0
CG16848	0	0	0	0	0	0	0	0	0	0	0	0
CG16956	0	0	0	0	0	0	0	0	0	0	0	0
CG42784	10	33	12	8	23	8	0	0	0	0	0	0
CG43850	1	1	1	1	4	2	0	0	0	0	0	0
Tehao	126	101	73	126	147	111	0	0	0	0	0	0
asRNA:CR45683	3	9	6	9	12	10	7	4	4	9	13	11
Hacd2	368	400	399	387	612	379	855	692	773	521	563	466
Hsp60D	0	0	1	2	0	0	0	0	0	0	0	0
CG42809	0	0	0	0	1	0	0	0	0	0	0	0
lncRNA:CR45684	0	0	0	0	0	0	0	0	0	0	0	0
CG42810	0	0	0	0	0	0	0	0	0	0	0	0
CG46308	0	0	0	0	0	0	0	0	0	0	0	0
B4	247	256	227	200	507	307	32	58	52	59	80	53
CG33640	0	0	2	0	0	0	0	0	0	0	0	0
CG33641	2	3	0	0	1	0	0	0	0	0	0	0
CG33642	0	0	0	0	0	0	0	0	0	0	0	0
CG33643	0	0	1	1	2	0	0	0	0	0	0	0
CG33644	0	0	0	0	0	0	0	0	0	0	0	0
CG33645	0	1	1	0	2	1	0	0	0	0	0	0
CG15638	0	0	0	0	0	0	1	0	0	0	0	0
CG16852	0	0	0	0	0	0	0	0	0	0	0	0
CG9263	0	0	0	0	0	0	0	0	0	0	0	0
CG16853	0	0	0	0	0	0	0	0	0	0	0	0
kuz	371	433	387	229	660	421	158	125	192	88	78	90
lncRNA:CR44973	0	3	0	0	0	0	0	0	0	0	0	0
CG9254	0	0	0	0	0	0	0	0	0	0	0	0
mir-2489	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43410	0	0	0	0	0	0	0	0	0	0	0	0
ics	609	556	681	757	1072	735	216	174	222	356	376	339
lncRNA:CR44726	0	0	1	0	0	0	0	0	0	0	0	0
CG18507	282	318	295	326	579	402	1	2	7	0	3	9
DIP-kappa	14	23	12	8	26	21	0	1	0	0	0	0
Gpo3	0	0	1	0	0	0	0	0	0	0	0	0
CG9014	0	0	0	0	0	0	0	0	0	0	0	0
nur	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45913	0	0	0	0	0	0	0	0	0	0	0	0
TM9SF4	723	808	752	655	1207	777	663	687	672	732	923	858
lncRNA:CR44846	0	0	0	0	0	0	0	0	0	0	0	0
mir-1002	0	0	0	0	0	0	0	0	0	0	0	0
mir-968	0	0	0	0	0	0	0	0	0	0	0	0
CG43376	0	2	0	1	0	2	0	0	0	0	0	1
CG9008	554	550	595	512	697	514	1631	1552	1034	771	819	795
asRNA:CR31845	0	0	0	0	0	0	0	0	0	3	5	0
p38b	605	562	636	736	1035	738	472	442	323	377	501	551
CG16890	99	130	108	127	216	150	69	72	71	111	86	122
Eato	879	862	808	745	1494	1056	651	531	726	889	1017	1056
asRNA:CR44847	0	0	1	1	0	0	0	0	0	0	0	2
CG16863	32	22	19	27	49	17	6	6	9	10	15	15
Sec71	728	736	764	636	1207	773	354	319	420	401	442	437
CAH1	1703	1596	1757	2035	3162	2008	254	387	281	601	724	753
Adat1	38	35	47	38	57	54	26	32	23	37	19	47
CG16865	95	94	84	102	125	74	26	83	54	29	73	66
CG16888	0	0	1	0	0	0	0	0	0	0	0	0
Sos	297	289	319	213	594	350	159	135	179	131	141	177
b	0	2	2	1	1	1	0	0	0	0	0	0
tam	242	245	206	171	328	226	310	312	291	290	278	339
Arpc1	1324	1228	1285	1336	2380	1485	660	771	673	590	853	971
Orc5	51	94	87	84	138	87	70	81	84	88	86	114
DNApol-gamma35	0	0	0	0	0	0	0	0	0	0	0	0
GatC	0	0	0	0	0	0	0	0	0	0	0	0
RpII33	226	206	203	222	396	267	252	212	154	204	278	276
mRpS23	339	368	394	445	678	394	572	563	412	607	666	875
CenG1A	292	306	234	185	356	260	157	94	167	31	10	31
CG33307	1232	1346	1381	521	588	461	6123	5484	6443	443	347	552
CG33306	1446	1418	1577	1517	2170	1086	0	0	0	0	0	0
CG8997	4297	4731	5025	6318	9280	4294	2	3	2	0	4	0
CG7916	1431	1059	1792	2130	2885	1497	0	0	0	0	0	0
CG7953	3088	3642	3521	4631	6866	3214	0	0	2	2	0	1
CG7968	1185	896	1110	994	1470	811	0	0	0	0	0	0
lncRNA:CR44848	0	0	0	0	0	0	0	0	0	0	0	0
Smg5	678	704	674	570	1129	785	473	502	541	695	673	687
Ance	3301	3076	3356	3492	5915	3383	2302	2073	2132	2729	2253	2664
Ance-2	42	70	60	48	43	31	4	2	4	21	14	13
Acyp	0	0	0	0	0	0	0	0	0	0	0	0
Ance-3	0	0	6	2	3	0	0	0	0	0	0	0
Vajk1	67	102	50	0	4	0	0	0	0	0	0	1
CG42711	29	18	25	28	34	23	2	4	3	1	2	3
Vajk2	15240	11278	13886	19399	32484	25349	26	13	27	6	18	50
Vajk3	14735	10772	13822	19140	29773	24494	23	20	25	14	25	85
NimA	5	5	9	5	15	4	0	0	9	0	0	0
NimB1	33	31	28	30	48	26	27	31	20	19	29	28
NimB2	1364	1668	1484	1635	2250	1528	6684	6581	6730	6303	5711	5600
NimB3	340	318	317	316	480	317	1331	1111	1753	787	989	829
NimB4	119	126	94	63	98	67	152	111	280	98	42	56
NimB5	230	299	222	205	245	178	578	544	888	264	337	308
He	97	96	76	85	118	55	10	8	6	14	1	98
NimC1	76	85	96	118	204	119	17	5	30	14	24	23
Cyp28a5	642	870	772	739	1003	772	1380	891	1811	900	2321	908
NimC2	2	2	1	0	0	0	0	2	2	0	3	0
rk	26	41	41	27	75	35	19	8	7	12	17	16
CG42692	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Gln-CTG-4-1	0	0	0	0	0	0	0	0	0	0	0	0
bgm	3696	2988	2995	4504	7055	4499	4560	5084	3494	13004	8300	9301
NimC3	6	5	9	12	23	14	50	52	31	14	8	15
asRNA:CR44849	0	0	0	2	1	0	0	0	3	3	1	0
lncRNA:CR45352	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR31840	0	0	0	0	0	0	0	0	0	0	0	0
hll	76	95	140	19	42	37	384	373	552	50	71	52
CG18095	185	217	198	136	197	143	0	0	0	0	0	0
lncRNA:CR45284	0	0	1	0	0	0	0	0	0	0	0	0
nAChRalpha5	78	104	80	45	120	92	0	0	0	0	0	0
NimC4	0	0	0	0	0	0	0	0	0	0	0	0
CG46301	63	77	55	55	108	95	0	3	2	0	2	2
CG15293	929	939	1030	975	1184	826	2465	2727	2498	975	742	1638
CG31769	550	669	619	669	788	526	1303	1392	1589	614	740	1320
CG43332	0	0	2	0	0	0	0	0	0	0	0	0
CG43333	921	916	674	38	49	28	0	1	4	3	0	1
Dyrk2	249	298	261	172	354	204	37	37	56	83	36	37
lncRNA:CR44727	0	0	1	0	0	0	0	0	0	0	0	0
lncRNA:CR44728	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44216	0	0	0	0	0	0	0	0	0	0	0	0
wb	69	96	89	64	149	90	1	0	28	0	2	1
lncRNA:CR44729	0	0	0	0	0	0	0	0	0	0	0	0
CG32971	35	9	26	27	50	19	0	0	95	0	0	0
lncRNA:CR43639	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43640	0	0	0	0	0	0	0	0	0	0	0	0
ms(2)34Fe	0	0	0	0	0	1	0	0	0	0	0	0
CG33090	419	403	421	497	854	499	252	191	170	734	741	850
CG15286	0	0	0	0	0	0	0	0	0	0	0	0
Send2	1	0	0	0	0	0	0	0	0	0	0	0
mTTF	195	222	248	262	429	283	327	350	276	328	283	331
l(2)34Fc	498	398	461	661	1017	842	0	0	2	1	1	0
asRNA:CR44850	0	1	3	0	1	0	0	0	0	0	0	0
CG43052	1	1	0	0	1	0	0	0	3	0	0	0
l(2)34Fd	266	262	246	224	430	319	376	353	384	301	439	428
Rab14	312	281	280	287	453	365	155	166	155	190	224	265
lncRNA:CR44851	0	0	0	1	0	0	0	0	0	0	3	0
Pgant35A	80	81	97	124	170	106	24	19	12	12	29	15
asRNA:CR43463	3	4	2	3	4	1	0	0	1	0	1	0
spel1	75	66	73	84	140	102	15	11	56	33	54	38
ppk	41	26	34	40	67	47	0	0	0	0	0	0
elB	217	206	179	170	356	181	49	67	29	81	88	97
lncRNA:CR44733	0	0	0	0	0	0	0	0	0	0	0	0
Pburs	7	3	7	6	9	6	0	0	0	0	0	0
Cpr35B	63	123	86	34	77	19	0	0	2	0	0	0
lncRNA:CR44732	0	1	0	0	0	1	0	0	0	0	0	0
lncRNA:CR45726	0	0	0	0	0	0	0	0	0	0	0	0
CG15283	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44730	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44731	0	0	1	0	0	0	0	0	0	0	0	0
noc	394	448	434	405	753	447	521	702	434	331	407	519
tRNA:Pro-AGG-1-1	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45303	0	0	0	1	1	1	0	0	0	0	0	0
lncRNA:CR45693	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Gly-GCC-1-4	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Gly-GCC-1-5	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Gly-GCC-1-6	0	0	0	0	0	0	0	0	0	0	0	0
CG33648	12	17	3	7	15	20	1	8	6	2	0	2
tRNA:Gly-GCC-1-7	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Gly-GCC-2-1	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44852	0	0	0	0	0	0	0	0	0	0	0	0
CG4218	0	0	3	0	0	0	0	0	0	0	0	0
lncRNA:CR44853	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44854	0	1	2	3	0	0	0	0	0	0	2	0
lncRNA:CR44855	0	0	0	0	1	0	0	0	0	0	0	0
CG3473	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44856	0	0	0	0	0	0	0	0	0	0	0	0
CG42680	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Pro-AGG-1-2	0	0	0	0	0	0	0	0	0	0	0	0
osp	400	493	375	205	464	320	218	168	340	154	150	149
tRNA:Pro-AGG-1-3	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Pro-AGG-1-4	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43411	6	3	2	6	3	3	21	27	25	1	1	2
Adh	6	12	10	3	1	4	43	44	24	0	2	4
Adhr	0	0	0	0	0	0	0	0	0	0	0	0
CG15282	2354	1665	2339	1833	3321	1369	0	4	14	0	0	11
CG34165	109	149	92	93	166	107	0	0	0	0	1	1
CG42685	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44857	0	0	0	0	0	0	0	0	0	0	0	0
CG31835	0	0	0	0	0	0	0	0	0	0	0	0
CG31775	8	9	9	14	38	18	42	77	27	27	26	29
CG42585	0	0	0	0	0	0	0	0	0	0	0	0
CG42586	50	73	52	43	97	74	206	385	207	133	91	113
CG34166	10575	15304	12088	6041	5070	4565	14284	18148	40935	292	284	462
CG42681	0	2	5	4	2	2	1	7	21	1	2	0
CG42587	22	29	24	24	9	18	23	17	66	22	28	5
lncRNA:CR46411	0	0	0	0	0	0	0	0	0	0	0	0
CR45458	8	10	5	7	7	7	7	7	2	18	10	3
CG4691	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44858	0	0	0	0	0	0	0	0	0	0	0	0
CSN1a	0	0	0	0	0	0	0	0	0	0	0	0
CG4701	0	0	1	1	1	0	0	0	0	0	0	0
CG4650	0	0	0	0	0	0	0	0	0	0	0	0
CR15280	0	0	0	0	0	0	0	0	0	0	0	0
CG18636	0	0	0	0	0	0	0	0	0	0	0	0
CG18420	0	0	0	0	0	1	0	0	0	0	0	0
CG33308	0	0	0	0	0	0	0	0	0	0	0	0
CG33309	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43805	0	0	0	0	0	0	0	0	0	0	0	0
CG42682	0	0	0	0	0	0	0	0	0	0	0	0
CG15279	177	194	207	168	322	279	0	0	0	0	0	4
CG4480	0	1	0	0	0	0	0	0	0	0	0	0
CG15278	0	0	0	1	0	0	0	0	0	8	0	0
lncRNA:CR45727	0	0	0	0	0	0	0	0	0	0	0	0
ProtA	0	0	0	0	0	0	0	0	0	0	0	0
ProtB	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45302	0	0	0	0	0	0	0	0	0	0	0	0
side-II	18	38	17	29	57	33	0	0	0	5	2	0
CG3491	1	0	3	0	10	2	0	0	1	0	0	0
lncRNA:CR45331	0	0	0	0	0	0	0	0	0	0	0	0
mol	113	93	107	134	231	175	2	6	1	0	0	3
DCTN5-p25	99	140	152	142	235	122	47	51	64	60	97	75
l(2)35Be	94	88	99	109	144	87	60	77	56	61	75	79
NC2beta	74	97	90	100	142	106	70	57	71	64	109	87
THG	107	131	102	144	197	131	144	153	161	115	182	182
Rnmt	182	202	223	205	376	250	230	218	215	209	211	274
lncRNA:CR43856	0	0	0	0	0	0	0	0	0	0	0	0
GABA-B-R1	68	87	46	43	102	62	0	0	1	0	0	0
CG33310	0	0	0	0	2	0	0	0	0	0	0	0
CG31832	58	31	42	52	66	38	0	0	0	0	2	1
yellow-c	373	336	442	317	634	276	2	1	8	2	1	8
CIAPIN1	474	439	404	500	742	461	390	407	385	520	584	627
Su(H)	88	89	77	97	153	102	39	58	68	47	63	71
ck	1150	1121	1287	509	1370	760	494	532	555	660	555	820
CG33679	19	10	9	11	18	11	0	1	0	0	0	0
TfIIS	435	438	455	513	736	531	384	392	403	317	399	488
solo	0	0	2	3	7	3	0	0	7	0	0	1
vas	59	18	67	50	110	35	5	19	169	77	2	9
vig	4559	4840	4438	3416	7589	5656	6103	6570	4952	5135	6081	7104
CG15270	28	53	27	40	62	47	1	0	3	0	3	0
CG15269	14	15	11	8	19	9	0	0	0	0	0	0
stc	707	678	662	562	1192	855	611	703	635	616	774	710
lncRNA:CR43853	0	0	0	0	0	0	0	0	0	0	0	0
CR44706	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43854	0	0	0	0	0	0	0	0	0	0	0	0
tRNA:Leu-TAA-3-1	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44771	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44770	0	0	0	0	0	0	0	0	0	0	0	0
CG4168	14	36	17	14	33	34	0	0	0	5	0	0
Sfp35C	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43357	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44196	0	0	0	0	0	0	0	0	0	0	0	0
CG43230	0	0	0	0	0	0	0	0	0	0	0	0
ZnT35C	197	236	219	357	508	339	0	0	0	0	0	0
dao	22	22	16	11	33	17	0	4	0	0	1	2
Pol32	96	83	94	124	168	96	87	75	108	87	97	93
Uxt	59	57	67	66	89	54	28	65	52	54	69	68
yuri	326	278	323	276	613	266	451	363	399	294	252	322
Cul3	1000	982	979	772	1546	951	705	683	774	807	697	731
UK114	1900	2031	2110	2495	3406	2278	1818	1761	1919	1109	2070	2170
lncRNA:CR43682	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45349	0	0	0	0	0	0	0	0	0	0	0	0
